relation,topic,count,total,prop,count_global
Removed The Main Inducement Which Led To Inoculation,37,1,1,1.0,1.0
Removed Themselves And Their Families,0,1,1,1.0,1.0
Removed To A Depth Of Two Inches,0,1,1,1.0,1.0
Removed To Manma D,0,1,1,1.0,1.0
Removed To The Sonapur Cemetery And Cremated There,0,1,1,1.0,1.0
Removed Under Aseptic Precautions,5,1,1,1.0,1.0
Removed Vide Rule Of The Lock Hospital Rules,8,1,1,1.0,1.0
Removes Obstacle To The Progress Of,45,1,1,1.0,1.0
Removes Their Fatigue,0,1,1,1.0,1.0
Removes Valuable Nutrient Constituents From,0,1,1,1.0,1.0
Removing All Worms,148,1,1,1.0,1.0
Removing The Skin,3,1,1,1.0,1.0
Render,0,1,2,0.5,3.0
Render Meat Unfit For Human Consumption,0,1,1,1.0,1.0
Render More Popular And Bring It More Prominently To The Notice Of,0,1,1,1.0,1.0
Render The Blood Progressively Asphyxic,0,1,1,1.0,1.0
Render The Body More Liable To Invasion By Harmful Bacteria,0,1,1,1.0,1.0
Render The Cultivation Unpopular,0,1,1,1.0,1.0
Rendered By,0,1,1,1.0,1.0
Rendered By Immersion In Water Containing As Much Thymol,0,1,1,1.0,1.0
Rendered Free Of Further Infection,0,1,1,1.0,1.0
Rendered Help In Cleaning And Disinfecting And Taking Charge Of Quarters,0,1,1,1.0,1.0
Rendered Inert In A Day At Body Temperature,0,1,1,1.0,1.0
Rendered Inspection Unnecessary At That Time,0,1,1,1.0,1.0
Rendered People More Obnoxious To,10,2,2,1.0,2.0
Rendered The Climate Unhealthy,13,1,1,1.0,1.0
Rendered The Virus Rapidly Inert,0,1,1,1.0,1.0
Rendered Valuable And Conspicuous Service,0,1,1,1.0,1.0
Rendered Valuable Services In,52,1,1,1.0,1.0
Rendered Valuable Services To,52,1,1,1.0,1.0
Rendered Very Impure,0,1,1,1.0,1.0
Renders,0,3,4,0.75,6.0
Renders A Man Cool And Calculating And Not Easily Roused To Action,0,1,1,1.0,1.0
Renders A Man Inefficient As A Soldier And Useless To The State,35,1,1,1.0,1.0
Renders Healthy And Productive,0,1,1,1.0,1.0
Renders It Mellow,0,1,1,1.0,1.0
Renders Men Less Irritable,0,1,1,1.0,1.0
Renders Susceptible To Charbon,0,2,2,1.0,2.0
Renders The Part Painless While The Latter Prevents Bleeding,22,1,1,1.0,1.0
Renders Therapeutical Management Rather Palliative Than Curative In Its Effects,47,1,1,1.0,1.0
Renders Unavailable For Absorption In The System,0,1,1,1.0,1.0
Renewed Asphalting Of All The Lower Rooms,49,1,1,1.0,1.0
Renewed Daily,0,1,1,1.0,1.0
Rented Adjacent To,0,1,1,1.0,1.0
Rented At,11,1,1,1.0,1.0
Reopened For The Admission Of Patients On,62,1,1,1.0,1.0
Repacked In Order To Reduce Their Bulk On Account Of The Inadequate,0,1,1,1.0,1.0
Repaid By Saving From Capable Disinfection By Steam Under Pressure Of Sodden,0,1,1,1.0,1.0
Repaired From The Contingent Allowance,86,1,1,1.0,1.0
"Repeat The Last Process Once Or Twice More, Or Until The Pieces",95,1,1,1.0,1.0
Repeatability For,0,2,2,1.0,2.0
Repeatability Of,32,1,1,1.0,1.0
Repeated,0,2,4,0.5,5.0
Repeated Applications Have Been Used To Patches Of An Anæsthetic Case,31,1,1,1.0,1.0
Repeated At Shorter And Shorter Intervals,10,1,1,1.0,1.0
Repeated Attacks Of Fever During The Whole Of The Nine Months He,29,1,1,1.0,1.0
Repeated Vomiting,29,1,1,1.0,1.0
Repelled,0,1,1,1.0,1.0
Repetition Frequency Of,0,1,1,1.0,1.0
Repetition Of The Previous Events Takes Place,0,1,1,1.0,1.0
Replaced All The Windows With,0,1,1,1.0,1.0
Replaced By Any Other Carbohydrate Or A Mixture Of Carbohydrates,0,1,1,1.0,1.0
Replaced By Earlier Action,0,1,1,1.0,1.0
Replaced By Fly-proof Vehicle On Bicycle Wheels,0,1,1,1.0,1.0
Replaced By The Quartermaster-general,0,1,1,1.0,1.0
Replaced By Vertical Succession,106,2,2,1.0,2.0
Replaced The Contract System,0,1,1,1.0,1.0
Replaced With Peanut Meal (groundnut Cake,24,1,1,1.0,1.0
Replacement Of,0,117,154,0.75974,282.0
Replacing The Present Mixed Herd On The Farm By Pure Bred Tharparkars,0,1,1,1.0,1.0
Replacing Them To The Great Injury Of The Moral And Material Well-being,0,1,1,1.0,1.0
Replenished By New Books,112,1,1,1.0,1.0
Report Against Village Officers For Slackness In Reporting Outbreaks Of,0,1,1,1.0,1.0
Report At Once,19,1,1,1.0,1.0
Report At Once To,0,1,1,1.0,1.0
Report By Dr. A. Lingard On,0,1,1,1.0,1.0
Report By Dr. A. Lingard On The Preparation Of,0,1,1,1.0,1.0
Report Date,23,1,1,1.0,1.0
Report Immediately,19,4,5,0.8,5.0
Report Immediately Outbreaks Of Contagious Disease,0,1,1,1.0,1.0
Report Of Cases To Be Sent By Collectors To Government And The,0,1,1,1.0,1.0
Report Of The Civil,0,4,4,1.0,4.0
Report On The Civil,0,1,1,1.0,1.0
Report On The Plague In Poona By,0,1,1,1.0,1.0
Report The Circumstances To The Medical And District Authorities,42,1,1,1.0,1.0
Report The Same In Writing To The Principal,0,1,1,1.0,1.0
Report To Him By Telegram Immediately On Its Occurrence Any Case Of,0,1,1,1.0,1.0
Report To The Nearest Local Authority,19,3,5,0.6,5.0
Reported A Case Of,0,1,1,1.0,1.0
Reported A Ricket-producing Factor From Oats Which Could Be Extracted With Per,0,1,1,1.0,1.0
Reported A Success Rate Below Per Cent,78,4,4,1.0,4.0
Reported Admissions From This Disease,0,1,1,1.0,1.0
Reported Against For Slackness In Reporting Outbreaks Of Contagious Diseases And For,0,2,2,1.0,
Reported Against Village Officers For Slackness In Reporting,0,1,1,1.0,1.0
Reported And Destroyed By The District Superintendent Of Police,0,1,1,1.0,1.0
Reported And Returns,0,1,1,1.0,1.0
Reported As Being Still Defective,0,1,1,1.0,1.0
Reported As Due To,0,1,1,1.0,2.0
Reported As Foaled During The Year,0,1,1,1.0,1.0
Reported As Most Objectionable,0,1,1,1.0,1.0
Reported As Unknown,38,1,1,1.0,1.0
Reported By Deputy Inspectors,78,1,1,1.0,1.0
Reported By Mr. Hart To Be An Officer Of Good Conduct,0,1,1,1.0,1.0
Reported By Post Bearing,0,1,1,1.0,1.0
Reported By Private Practitioners,0,1,1,1.0,1.0
Reported By Telegram To,0,1,1,1.0,1.0
Reported By The Coroner Of Bombay,0,1,1,1.0,1.0
Reported By The District Officials To This Office,0,1,1,1.0,1.0
Reported By The Police,0,1,1,1.0,1.0
Reported Case Of,0,1,1,1.0,2.0
Reported Daily By The Collector To The Director Of Public Health,0,1,1,1.0,1.0
Reported Deaths In Elephants,48,1,1,1.0,1.0
"Reported Deaths In Three Circles, Commencing On 3rd, Th And Rd June",0,1,1,1.0,1.0
Reported Deaths In Two Circles On 7th And Nd June,0,1,1,1.0,1.0
Reported Direct To,0,1,1,1.0,1.0
Reported Direct To This Office,0,1,1,1.0,1.0
Reported Fairly Regularly By The Chaukidars Of The Valley,0,1,1,1.0,1.0
Reported Fit To Stand Their Trial And Were Sent To Berar For,1,1,1,1.0,1.0
Reported For Slackness In Reporting Outbreaks Of Contagious Diseases And In The,0,1,1,1.0,1.0
Reported From All But Seventeen Districts With,0,1,1,1.0,1.0
Reported From All District And Caused Deaths Against In The Previous Year,0,1,1,1.0,1.0
Reported From Beginning Of April Till Middle Of September For,0,1,1,1.0,1.0
"Reported From France, By Morel Cited By Celmethe",9,1,1,1.0,1.0
Reported From Merwara District,0,1,1,1.0,1.0
Reported From Myohaung Township,0,1,1,1.0,1.0
"Reported From Na Sik, Belgaum, Ratna Giri And Tha Na, Being Serious",89,1,1,1.0,1.0
Reported From Poona And Nasik Districts,64,1,1,1.0,1.0
Reported From Rajpur In The District Of Champaran,0,1,1,1.0,1.0
"Reported From Sholapur, Ratnagri, Kanara, And Kaira",6,2,2,1.0,2.0
Reported From St April To Th September,0,1,1,1.0,
Reported From Sukkur,0,1,1,1.0,2.0
Reported From The Pekata And Kaya Circles Of The Paan Township,0,2,2,1.0,2.0
Reported From The Ravages,0,1,1,1.0,1.0
"Reported From The Rohtak, Delhi, Lahore, Sialkot And Rawalpindi Districts During The",70,1,1,1.0,
Reported From The Townships,0,1,1,1.0,1.0
Reported From These Diseases Gives A Very Poor Indication Of Their Occurrence,70,1,1,1.0,1.0
Reported From Thirty-four Districts Against Twenty-six Last Year,0,1,1,1.0,1.0
"Reported From This Village On The Th June, On The 7th July",0,1,1,1.0,1.0
Reported From Various Other Townships Of The District,0,1,1,1.0,1.0
Reported His Arrival,90,1,1,1.0,1.0
"Reported Immediately To The Superintendent Of Police, Darrang To The Deputy Commissioner",18,1,1,1.0,
Reported In Dholpur,0,1,1,1.0,1.0
Reported In Non-selected Districts,0,2,2,1.0,2.0
Reported In The Benares District,0,1,1,1.0,1.0
"Reported In The City, All Of Which Ended Fatally",0,1,1,1.0,1.0
Reported In The First Quarter Of,0,1,1,1.0,1.0
Reported In The Middle Of July,0,1,1,1.0,1.0
Reported In The Year In District Gonda,0,1,1,1.0,1.0
Reported In Towns And Villages Including Alwar City,0,1,1,1.0,1.0
"Reported Mainly In Poona, East Khandesh, Satara And Dharwar Districts",64,1,1,1.0,1.0
Reported Occurrence In,0,1,1,1.0,1.0
Reported Of Good Quality,0,1,1,1.0,1.0
Reported On Admission To Have Indifferent Health,0,1,1,1.0,1.0
Reported On Quarterly To,2,1,1,1.0,1.0
Reported On The 7th March. These Were Also Imported From The Ambala,0,1,1,1.0,1.0
Reported On The 9th April,0,1,1,1.0,1.0
Reported Only In Case Of Death,0,1,1,1.0,1.0
Reported Only One Death From,0,1,1,1.0,1.0
Reported Positive To Diphtheria,4,1,1,1.0,1.0
Reported Results For,0,1,1,1.0,1.0
"Reported Retired Native Doctor In The Karimganj Sub-division Vaccinated Persons, With Only",60,1,1,1.0,
Reported Structural Changes In Seminiferous Tubules,0,1,1,1.0,1.0
Reported Successful Results With,0,1,1,1.0,1.0
Reported That Severe Discomfort From Dust Was Experienced Causing Inflammed Eyes And,17,1,1,1.0,
Reported That The Case Had Turned Out To Be One Merely Of,0,1,1,1.0,1.0
Reported That The Mere Heating Of A Blood-stain Would Enable One To,0,1,1,1.0,1.0
Reported That When A Dilute HCI Extract Of Oats Was Injected Into,0,1,1,1.0,1.0
Reported Themselves On The Th Of February,0,1,1,1.0,1.0
Reported Through The Police,0,1,1,1.0,1.0
Reported To Be,0,2,2,1.0,2.0
Reported To Be Affected By The Sire In Crosses Between Breeds,0,1,1,1.0,1.0
Reported To Be In A Weak And Emaciated Condition,0,1,1,1.0,1.0
Reported To Be Raging,0,1,1,1.0,1.0
Reported To Deputy Inspectors Or Vaccinators,0,1,1,1.0,1.0
Reported To Have Been Due To Several Changes Amongst The Vaccination Staff,0,1,1,1.0,1.0
Reported To Have Been Serving,0,1,1,1.0,1.0
Reported To Have Died After Inoculation,0,1,1,1.0,1.0
Reported To Have Died Before,0,3,3,1.0,10.0
Reported To Have Died Of (or Destroyed For,0,1,1,1.0,1.0
Reported To Have Made Little Progress,0,1,1,1.0,1.0
Reported To Have Not Gone Above The Normal But In A Few,28,1,1,1.0,1.0
Reported To Have Occurred Amongst,55,1,1,1.0,1.0
Reported To Have Occurred In,0,5,5,1.0,5.0
Reported To Have Prevailed Amongst Equines During The Year,0,1,1,1.0,1.0
Reported To Magistrates For Refusal To Submit Their Children To Vaccination,0,1,1,1.0,1.0
Reported To Major Joslen,55,1,1,1.0,1.0
Reported To Occur Also In,0,2,2,1.0,2.0
Reported To The Police,0,1,1,1.0,1.0
Reported To This Office,0,2,2,1.0,2.0
Reported Until The Th November,0,1,1,1.0,1.0
Reported Up To Th September,0,1,1,1.0,1.0
Reported Very Late,0,1,2,0.5,2.0
Reporting Cases To Police-station,0,1,1,1.0,1.0
Reporting Direct Outbreaks Of Contagious Disease,0,1,1,1.0,1.0
Reporting On Working For The Year,0,4,4,1.0,4.0
"Reports Deaths, Commencing Th April",0,1,1,1.0,1.0
Reports Favourably On,0,1,1,1.0,1.0
Reports In Rather Favourable Terms,40,1,1,1.0,1.0
Reports That Great Increase Of Disease Due To,8,1,1,1.0,1.0
Reports That Location Is Inconvenient,8,1,1,1.0,1.0
Reports Which Were Received At The End Of March,100,1,1,1.0,1.0
Reports Which Were Received At The End Of March Were Duly Attended,100,2,2,1.0,2.0
Represent,38,1,1,1.0,1.0
Represent A Favourable Environment To Vibrionic Organisms,0,1,1,1.0,1.0
Represent Conjugation,38,1,1,1.0,1.0
Represent Ghee Poor In Carotene And Vitamin A Content,0,1,1,1.0,1.0
Represent Portions Of,4,1,1,1.0,1.0
Represent The Degree Of The Secondary Effects,0,1,1,1.0,1.0
Represent The Gregarine Or Resting Stage Of Earlier Authors,0,1,1,1.0,1.0
Represent Uterus And Vagina,32,1,1,1.0,1.0
"Represented By Focal Collections, In The Interstitial Tissue, Of Mononuclear Cells",0,1,1,1.0,
Represented By The Following Figures,0,2,2,1.0,2.0
"Represented Only Per Cent, Of The Total Deaths During The Period Under",0,1,1,1.0,1.0
Represented Per Mille Of The Population,107,1,1,1.0,1.0
Represented Per Mille Of The Population And Was Higher Than In Any,107,1,1,1.0,1.0
Representing Readmissions Being,0,1,1,1.0,1.0
Represents Early Development Of,0,1,1,1.0,1.0
Represents Full Flying Duties,0,1,1,1.0,1.0
Represents Limited Flying Duties,0,1,1,1.0,1.0
Represents Merely A Variant Of,0,1,1,1.0,1.0
Represents Regions Where Disease Is Strictly Endemic Corresponding To Areas With Extensive,0,1,1,1.0,
Represents The Average Intake In Gram,0,1,1,1.0,1.0
Represents The Average Output In Gram,0,1,1,1.0,1.0
Represents The Interval Between,83,1,1,1.0,1.0
Reprimand,0,1,1,1.0,1.0
Reproduce By,0,2,2,1.0,2.0
Reproduced In,0,3,3,1.0,3.0
Reproduced With,0,2,2,1.0,2.0
Reproduces,156,1,1,1.0,1.0
Reproduces Itself In,0,1,1,1.0,1.0
Reproducing By,26,2,2,1.0,2.0
Request For,0,1,1,1.0,1.0
Requested,0,2,2,1.0,2.0
Requested Officer Appointed To Succeed Him To Report On Immediate Action,0,1,1,1.0,1.0
Requested Sanction To The Imposition Of Quarantine At,0,1,1,1.0,1.0
Requested Services As One Of The Judges At,0,1,1,1.0,1.0
Requested To Draw Up A Set Of Instructions,0,2,2,1.0,2.0
Requested To Give Careful Consideration To,41,1,1,1.0,1.0
Requested To Impress Upon Tapedars And Selected Zamindars,0,1,1,1.0,1.0
Requested To Impress Upon The Tapedars,27,1,1,1.0,1.0
Require A Considerable Time To Kill Off And Digest,0,1,1,1.0,1.0
Require A Dose Of Not Less Than C.c. Per Lbs. Body Weight,0,3,3,1.0,3.0
Require A High Temperature Before They Are Destroyed,0,1,1,1.0,1.0
Require Admission Or Detention In,1,1,1,1.0,1.0
Require And Take,0,1,1,1.0,1.0
Require Complement To Bring About,15,1,1,1.0,1.0
Require Consideration And Their Treatment Will Be Appropriately Dealt With Here,0,4,4,1.0,4.0
"Require Declaration Of Name, Address And Other Particulars",42,1,1,1.0,1.0
Require Elaborate Processes And Strict Accuracy And So Take Up Considerable Time,0,1,1,1.0,1.0
Require Every Person Travelling Therein To Alight And Submit Himself To Such,42,1,1,1.0,1.0
Require Familiarization With Ordinary Appearances Of,0,1,1,1.0,1.0
Require For The Preservation Of Health A Definite Amount Of Exercise,0,1,1,1.0,1.0
Require From To C. C,0,1,1,1.0,1.0
Require Increased Quantities Of,0,1,1,1.0,1.0
Require Knowledge Of,0,1,1,1.0,1.0
Require More Time,0,1,1,1.0,1.0
Require Reporting Of Cases To,99,1,1,1.0,1.0
Require Roof And Side-ventilation,0,1,1,1.0,1.0
Require Segregation,0,1,1,1.0,1.0
"Require Segregation Stables, But Are Otherwise Complete",0,1,1,1.0,1.0
Require Separate Care,0,1,1,1.0,1.0
Require Special Process For Its Manufacture,0,1,1,1.0,1.0
Require That The Chief Medical Officer Shall Furnish Him Daily With A,0,1,1,1.0,1.0
Require Units And May Not Respond As Readily As Dry Does,0,1,1,1.0,1.0
Require Very Large Doses,33,1,1,1.0,1.0
"Require Ward Attendants, Dhoby And Cooks From Medical Section",0,3,3,1.0,3.0
Require Wet Weather For Their Hatching,24,1,1,1.0,1.0
Required An Anæsthetic While Broken Down In,0,1,1,1.0,1.0
Required And Will Prove Of Much Value,0,1,1,1.0,1.0
Required Change Of Scene And Climate,10,1,1,1.0,1.0
Required Constant Supervision,0,1,1,1.0,1.0
Required Course Of The Kind Could Be Obtained At One Or Other,2,1,1,1.0,1.0
Required Extra Nourishment,0,1,1,1.0,1.0
Required For A Pass With Credit In Any Subject,159,1,1,1.0,1.0
Required For Dealing With,0,2,2,1.0,2.0
Required For Gazetted Rank,38,1,1,1.0,1.0
Required For Hospital Assistants,0,1,1,1.0,1.0
Required For Teaching Higher Standard,34,1,1,1.0,1.0
Required For Transport,0,1,1,1.0,1.0
Required In The Intervals,0,1,1,1.0,1.0
Required Space,6,1,1,1.0,1.0
Required To Alight And Submit Himself To Medical Examination,42,1,1,1.0,1.0
Required To Attend The Hospital At St. Thomas Mount Every Friday For,8,1,1,1.0,1.0
"Required To Be Carried Out In Well-laid, Properly-pointed Surface Channels",0,1,1,1.0,1.0
Required To Be Ploughed Twice Or Thrice,0,1,1,1.0,1.0
Required To Certify Freedom From,0,1,1,1.0,1.0
Required To Complete,0,1,1,1.0,1.0
Required To Incorporate Them In Note-books,0,1,1,1.0,1.0
Required To Increase The Formation Of New Red Corpuscles,0,1,1,1.0,1.0
Required To Produce A Physiological Reaction In,0,1,1,1.0,1.0
Required To Report Cases Of,0,1,1,1.0,1.0
Required To Submit To The Operation As A Condition Of Their Employment,0,1,1,1.0,1.0
Required To Undergo Quarantine In The Lazaretto For A Period Not Less,55,2,2,1.0,2.0
Required To Undergo Segregation In,0,2,2,1.0,2.0
Required Without A Corresponding Increase Of Pay And Prospects,0,1,1,1.0,1.0
Requirement Associated With Loss Or Withdrawal Through Metabolic Processes,0,1,1,1.0,1.0
Requirement For Appointment,0,2,2,1.0,2.0
Requirement For Maintenance Alone Are And Times More Than What Is Required,0,1,1,1.0,1.0
Requirement Higher Under Rice Straw Feeding In Bengal,0,1,1,1.0,1.0
Requirement Is Surra Free Grazing For Camel Breeding,20,1,1,1.0,1.0
Requirement Of The Body Is Very Greatly Increased In Several Infectious Diseases,9,1,1,1.0,1.0
"Requires A Climate Which Is Equable, With A Mean Annual Temperature Of",16,1,1,1.0,1.0
Requires A Higher Percentage Of,0,1,1,1.0,1.0
Requires A Longer Time Than Half A Minute For Temperature Observation,0,1,1,1.0,1.0
Requires A Special Organization To Deal With It,0,2,2,1.0,2.0
Requires A Very Rigid And Close Inspection For Its Recognition,0,1,1,1.0,1.0
Requires A Very Small Amount Of Blood From A Patient,0,1,1,1.0,1.0
Requires Adherence To Instructions For Chemical Analysis,33,1,1,1.0,1.0
Requires Adjustment Of,95,1,1,1.0,1.0
Requires Ascertaining Weights Containing Minimal Lethal Doses Of Two Distinct Toxic Principles,15,1,1,1.0,
Requires Careful Consideration As It Involves The Necessity Of Co-operation Of All,27,1,1,1.0,
Requires Close Examination,0,1,1,1.0,1.0
Requires Completion Of I. A. F. C-A Form,106,1,1,1.0,1.0
Requires Constant,0,1,1,1.0,1.0
Requires Dog Kennels And Segregation Stables,0,1,1,1.0,1.0
Requires Dressing At Least Once Daily Till Healed,22,1,1,1.0,1.0
Requires Greater Care With,141,1,1,1.0,1.0
Requires Isolation Of The Sick Person And His Friends And Attendants,0,1,1,1.0,1.0
Requires More Space,0,1,1,1.0,1.0
"Requires Operation, Cattle Shed And Stallion Stables",0,1,1,1.0,1.0
Requires Procedure,2,2,2,1.0,2.0
"Requires Skill, Experience, Undivided Attention, Prompt Action In Time Of Danger, And",0,1,1,1.0,
Requires Sloping More Towards The Back,0,1,1,1.0,1.0
Requires The Presence Of Living Cells Of The Host To Enable It,0,1,1,1.0,1.0
Requisite Minimum For All,38,1,1,1.0,1.0
Research Into The Nature Of The Organisms Responsible For The Disease,0,1,1,1.0,1.0
Research Work Was Of The Greatest Value To,21,1,1,1.0,1.0
Resemble An Assemblage Of Round Nuclei Due To Their Scanty Non-granular Cytoplasm,0,1,1,1.0,
Resemble In Deep Notch In The Middle With,0,1,1,1.0,1.0
Resemble In Shape,91,1,1,1.0,1.0
Resemble Those Of S. Suis,0,1,1,1.0,1.0
Resemble Æcidiospores,14,1,1,1.0,1.0
Resembled Measles Interspersed With Lichen Tropicus,0,1,1,1.0,1.0
Resembled Shape Of,15,1,1,1.0,1.0
"Resembles In Its Behaviour The Patterns Of Combat, Self-defence, Flight, And Sex",21,1,1,1.0,1.0
Resembles In Outline,4,1,1,1.0,1.0
Resembles In Shape,4,1,1,1.0,1.0
Resembles It In Character,0,1,1,1.0,1.0
"Resembles The Argad Seed, But Is Little Flat-tened",0,1,1,1.0,1.0
"Resembling Choleraic Commas, Were Present In Small Numbers",0,1,1,1.0,1.0
Resembling Exactly Specimens Obtained From The Human Subject,23,1,1,1.0,1.0
Resembling In Appearance,0,1,1,1.0,1.0
Resembling In Some Measure A Variolous Eruption,0,1,1,1.0,1.0
Resembling Seminiferous Tubules,56,1,1,1.0,1.0
Resembling The Hæmogregarine Forms So Common In The Cold-blooded Vertebrates,0,1,1,1.0,1.0
Resembling The Nuclei Of Typical Connective Tissue Corpuscles,22,1,1,1.0,1.0
Resembling The Ordinary Large Mononuclear Leucocyte,0,1,1,1.0,1.0
"Resent The Interference, Though When Argued With They Admit The Truth Of",0,1,1,1.0,1.0
Reserve In The Parasite,0,1,1,1.0,1.0
Reserved To Itself A Monopoly Of,18,1,1,1.0,1.0
Resided A Short Time Back,0,1,1,1.0,1.0
Residence In The Country,0,1,1,1.0,1.0
Residence Of Patients,154,1,1,1.0,1.0
Resident At The Northern Foot Of Parusnath Hill,9,1,1,1.0,1.0
Resident In Jubbulpore,1,1,1,1.0,1.0
Residents Of,2,3,3,1.0,3.0
"Resides In The Country East Of Kutch, Extending From The Southst Corner",87,1,1,1.0,1.0
Resigned,0,2,2,1.0,9.0
Resigned As Early As 4th July,49,1,1,1.0,1.0
Resigned During The Year,0,1,1,1.0,1.0
Resigned From The Appointment Of Physiological Chemist,0,1,1,1.0,1.0
Resigned Her Appointment In,11,1,1,1.0,1.0
Resigned His Appointment On,0,1,1,1.0,1.0
Resigned His Appointment With Effect From Th November And In The Same,0,1,1,1.0,1.0
Resigned On The Th February,0,1,1,1.0,1.0
Resist And May Traverse The Whole Digestive Tube Without Having Lost Their,53,1,1,1.0,1.0
Resistance To Haemonchus Contortus Was Completely Broken Down,0,1,1,1.0,1.0
Resistance To Vaccination,0,3,3,1.0,3.0
Resisted Decolorisation With,0,1,1,1.0,1.0
Resisted Inoculation With,0,1,1,1.0,1.0
Resisted Inoculation With The Strong Virus,0,4,4,1.0,4.0
Resisted Previous Attempts To Reinfect,0,1,1,1.0,1.0
"Resisted, With The Exception Of Two Lambs Which Succumbed",0,1,1,1.0,1.0
Resolutely Refuse To Allow Lymph To Be Taken Out Of Their Children,0,1,1,1.0,1.0
