relation,topic,count,total,prop
Went Up To,42,1,2,0.5
Were A Factor In The Case,0,1,1,1.0
Were A Feature Of,0,1,1,1.0
Were A Number Of Anchylostomes In,4,1,1,1.0
Were Abundant,0,1,1,1.0
Were Abundant In,0,1,1,1.0
Were Abundant On The Shevaroys,58,1,1,1.0
Were Accidental,134,1,1,1.0
Were Accompanied By,0,1,1,1.0
Were Accurately Made,3,1,1,1.0
Were Acted Upon Immediately,0,1,1,1.0
Were Actually Attended By Them,87,1,1,1.0
Were Actually Employed At Work During The Year And Covered,0,1,1,1.0
Were Adjusted In The Accounts For The Year,20,1,1,1.0
Were Admitted During The Year,0,4,7,0.571429
Were Admitted During The Year,3,1,7,0.142857
Were Admitted During The Year,9,1,7,0.142857
Were Admitted During The Year,162,1,7,0.142857
Were Admitted Feeble And Emaciated,66,1,1,1.0
Were Admitted In The Last Stages Of Disease And Exhaustion,0,1,1,1.0
Were Admitted To The Various Mental Hospitals For Observation,69,1,1,1.0
Were Adopted By,0,1,1,1.0
"Were Adopted, Where Possible, With Beneficial Results",0,1,1,1.0
Were Adulterated In,104,1,1,1.0
Were Adults,0,1,1,1.0
Were Adversely Affected By,106,1,1,1.0
Were Advised Regarding,0,1,1,1.0
Were Affected And Died Or Were Destroyed,52,1,1,1.0
Were Afforded Rest And Treatment Necessary,0,1,1,1.0
Were Afraid Of Employing Them On Account Of The Prevalence Of,0,1,1,1.0
Were Again Placed On The Gauhatishillong Tonga Line,0,1,1,1.0
Were All Apparently Infected In Parel,82,1,1,1.0
Were All Unprotected,0,1,1,1.0
Were Allowed At First To Provide Meat,0,1,1,1.0
Were Allowed To Attend Pwe S And Pagodas In Day Time On,0,1,1,1.0
Were Allowed To Re-occupy,11,1,1,1.0
Were Almost Equal But Greater Than Both Sindhi And Murrah,0,1,1,1.0
Were Almost Invariably Characterised By Conspicuous Evolution Of Large Gaseous Bubbles In,0,1,1,1.0
Were Also Assiduously Employed In Supervising And Verifying The Work Of Their,3,1,1,1.0
Were Also Inspected By Them,78,1,1,1.0
Were Also Met With In,6,1,1,1.0
Were Altered And Converted Into Dairy Buildings During The Year,0,1,1,1.0
Were Ample,0,1,1,1.0
Were An Efficient Instrument For Detecting,0,1,1,1.0
Were An Exception To This Rule,1,1,1,1.0
Were Analysed,0,1,1,1.0
Were And Respectively,6,1,1,1.0
Were Apathetic Or Afraid To Enforce,1,1,1,1.0
Were Appointed,0,1,1,1.0
Were Appointed Conservancy Inspectors,33,1,1,1.0
Were Appointed During The Year Making The Total Number Employed At The,0,1,1,1.0
Were Appointed To Supervise Vaccination,33,1,1,1.0
"Were Appointed, Two In",0,1,1,1.0
Were Arrested,12,1,1,1.0
Were Arrested And Ordered To Appear At The Lock Hospital For Examination,51,1,1,1.0
Were As Follow,4,2,2,1.0
Were As High As In Autumn,19,1,1,1.0
Were Ascribable To The Use Of,173,1,1,1.0
Were Ascribed To,15,2,2,1.0
Were Attacked And All Died In,52,1,1,1.0
Were Attacked And Died,0,1,1,1.0
Were Attacked And Died This Year Against,0,1,1,1.0
Were Attacked From All Causes,0,1,1,1.0
Were Attacked Until The Evening Of,0,1,1,1.0
Were Attacked With Vomiting And Purging,0,1,1,1.0
Were Attended To Before The Close Of The Year,0,1,1,1.0
Were Attended With Better Results Than Those In Which The Pure Human,21,1,1,1.0
Were Attributable To,47,1,1,1.0
Were Available At This Show,43,1,1,1.0
Were Awarded Stipends From,25,2,2,1.0
Were Bacteriologically Examined On Behalf Of The New Zealand Government,0,1,1,1.0
Were Badly Developed,71,1,1,1.0
Were Begun On Th July,1,1,1,1.0
Were Being Energetically Enforced,0,1,1,1.0
Were Being Washed Down Into The Area Along The Irrigation Canals From,0,2,2,1.0
Were Better Fed,0,1,1,1.0
Were Between,0,3,3,1.0
Were Between And,0,1,1,1.0
Were Biologically And Bacteriologically Examined,0,1,1,1.0
Were Biologically And Bacteriologically Examined Prior To The Granting Of Certificates Of,0,1,1,1.0
Were Bitten On The Same Date,4,1,1,1.0
Were Black Soft Masses Of A Liquorice-like Odour And Sweet Taste,2,1,1,1.0
Were Both Stone Cases,50,1,1,1.0
Were Brought For Treatment At The Headquarter Hospitals,0,1,1,1.0
Were Brought Into The Herd,0,1,1,1.0
Were Brought To Hospital In A Moribund Condition,0,1,1,1.0
Were Brought To The Notice Of The Staff,0,1,1,1.0
Were Buried,0,1,1,1.0
Were By No Means Uncommon,134,1,1,1.0
"Were Called Together At Dacca, Chittagong, Berhampore And Midnapore",0,1,1,1.0
Were Captured,0,1,1,1.0
Were Carefully Carried Out,60,1,1,1.0
Were Carefully Inspected As Well As Persons Passing Through The Stations From,152,1,1,1.0
Were Carefully Segregated In,1,1,1,1.0
Were Carefully Watched With A View To The Detection Of,0,1,1,1.0
Were Carried On,0,1,1,1.0
Were Carried On In,0,7,7,1.0
Were Carried Out At Night With Sawdust As Bedding,0,1,1,1.0
Were Carried Out By Public Works Department Authorities,0,1,1,1.0
"Were Carried Out During The Period June, To September",0,1,1,1.0
Were Cases Of Mahamari Modified By The Diluted Nature Of The Infection,43,1,1,1.0
Were Cast,0,3,3,1.0
"Were Castrated, And Of These Were Supplied To Various Government Farms",0,1,1,1.0
Were Causes Of Admissions And Deaths Against,34,1,1,1.0
"Were Challenged Each Time From The First And Second Vaccinated Groups, At",6,1,1,1.0
Were Checked In,0,1,1,1.0
Were Circular Or Oval In Shape Occupying Nearly The Whole Of The,0,1,1,1.0
Were Classified And Treated,0,6,6,1.0
Were Clinieally Positive,0,1,1,1.0
Were Closed By The District Board Concerned On Account Of Paucity Of,0,1,1,1.0
Were Closed On The Ssoth June,1,1,1,1.0
Were Collected And Preserved,0,1,1,1.0
Were Collected And Sent To The Museum Duly Mounted,4,1,1,1.0
Were Collected At Convenient Centres,0,1,1,1.0
Were Committed For Murder,9,1,1,1.0
Were Completed About The Th February,1,1,1,1.0
Were Compromised,0,1,1,1.0
Were Condemned As Unfit For Human Consumption,0,1,1,1.0
Were Conducted By A Board Of Examiners Duly Constituted By Government,0,1,1,1.0
Were Conducted From Nd To St March,124,1,1,1.0
"Were Considerably More Numerous, Or",4,1,1,1.0
Were Considered Sufficiently Encouraging To Warrant Further Trials With,0,1,1,1.0
Were Consolidated And Amended,9,1,1,1.0
Were Contained Were Immature Red Cells And That Therefore The Parasites Were,0,1,1,1.0
Were Contracted At,51,1,1,1.0
Were Contrasted In The Annexed Table,65,1,1,1.0
Were Converted Into New Pattern Ones,5,1,1,1.0
Were Convicted By The Civil Authorities For Practising Their Trade Without A,12,1,1,1.0
Were Coppiced,0,1,2,0.5
Were Coppiced,17,1,2,0.5
Were Coppiced And Yielded,17,1,1,1.0
Were Correct,40,1,1,1.0
Were Covered By Horse Stallions,0,1,1,1.0
Were Crimes,66,4,4,1.0
Were Crossed With Medium-sized Pure Malvi Bulls For Two Generations,0,1,1,1.0
Were Daily Flushed With Phenyle And Were Kept Clean And Dry,5,1,1,1.0
Were Damp For Two Feet From The Floor,5,1,1,1.0
Were Dealt With At,0,1,1,1.0
Were Deaths From This Disease In The Bills At Ukhrul And Tadabi,0,1,1,1.0
Were Declared By The People Of Old Sukkur To Be Imported Cases,1,1,1,1.0
Were Declared Strongly Suspicious For,61,1,1,1.0
Were Defective,0,1,1,1.0
Were Delivered By The Members Of The Staff On,0,1,1,1.0
Were Detailed In An Earlier One,89,1,1,1.0
Were Detained And Examined For,1,1,1,1.0
Were Detained And Segregated,0,1,1,1.0
Were Detained And Treated There Until Cured,3,1,1,1.0
Were Detained As Incapable Of Making A Defence,9,1,1,1.0
Were Detected And Were Duly Dealt With,0,1,1,1.0
Were Detected In,0,1,4,0.25
Were Detected In,52,2,4,0.5
Were Detected In,59,1,4,0.25
"Were Detected In The Districts Of Muttra, Agra, Shahjahanpur And Basti Which",64,1,1,1.0
Were Detected In The Sputum Of,0,1,1,1.0
Were Digested Almost At The Same Rate As,49,1,1,1.0
Were Discharged During The Year And The Vacancies Were Filled Up By,0,1,1,1.0
Were Disinfected And Were Vacated,1,1,1,1.0
"Were Displayed At The District Exhibitions Saharanpur, Aligarh And Etawah And At",0,1,1,1.0
Were Dissected,0,1,1,1.0
Were Done By Myself At My Inspection Visits,50,1,1,1.0
Were Done By The Public Works Department,129,1,1,1.0
Were Done In Simla,50,1,1,1.0
Were Done Under Our Personal Supervision And Subsequent Inspection,0,1,1,1.0
Were Dropped During The Year,0,1,1,1.0
Were Due To,0,8,44,0.181818
Were Due To,3,13,44,0.295455
Were Due To,4,18,44,0.409091
Were Due To,15,2,44,0.045455
Were Due To,18,1,44,0.022727
Were Due To,64,2,44,0.045455
Were Due To Debility At Birth,0,1,1,1.0
Were Due To The Inertia Of,38,1,1,1.0
"Were Due, Respectively, To",0,1,1,1.0
Were Dying At The Rate Of Twenty Or Thirty A Day,46,1,1,1.0
Were Easily Freed,56,1,1,1.0
Were Eaten On An Average Only Ozs,0,2,2,1.0
Were Eaten Very Readily,0,1,1,1.0
Were Effected To,0,1,1,1.0
Were Either Moderate Or Strong Wassermann Positive,0,2,2,1.0
Were Either Spheroidal Or Oval In Outline With A Well Defined Capsule,79,1,1,1.0
Were Either Stationary Or Stationary And Itinerant,0,1,1,1.0
Were Employed As In The Previous Year,1,1,1,1.0
Were Employed During The Year Including Two Reserve Assistants And One Under,0,1,1,1.0
Were Employed In Cleaning And Grinding Corn,9,1,1,1.0
Were Employed On Manufactures,9,2,2,1.0
Were Employed On Manufactures Or Labor,9,1,1,1.0
Were Emulsified In Saline And A Dose Of C. C. Was Fed,7,1,1,1.0
Were Encircled By,31,1,1,1.0
Were Enlarged And Infiltrated,54,1,1,1.0
Were Entered Into Herd During The Year Under Report,0,1,1,1.0
Were Entertained,65,2,2,1.0
Were Established,138,1,1,1.0
Were Established At Sixteen Stations In,0,1,1,1.0
Were Established At Two Stations In,0,1,1,1.0
Were Evacuated,1,1,1,1.0
Were Evacuated From,1,1,1,1.0
Were Evacuated On The Occurrence Of,1,1,1,1.0
Were Evenly Distributed Throughout The Substance Of Organs Affected,0,1,1,1.0
Were Examined Biochemically And Found To Be Active,0,3,3,1.0
Were Examined By The Chief Inspector,0,1,1,1.0
Were Examined Chemically And Bacteriologically,0,1,1,1.0
Were Examined In Drill And Other Physical Exercises,0,2,2,1.0
Were Exempt This Year As They Were Last Year,1,1,1,1.0
Were Exhibited,0,1,2,0.5
Were Exhibited,6,1,2,0.5
Were Exhibited Of Which,0,2,2,1.0
Were Expended During The Year For The Amusements And Recreation Of The,20,1,1,1.0
Were Extremely Abundant,0,1,1,1.0
Were Favourably Disposed Towards,1,1,1,1.0
Were Feeble-minded And Per Cent Of The Prison Population Of England Were,44,1,1,1.0
Were Fined Annas Each For Irregular Work In The Fa Zilka Tahsi,86,1,1,1.0
Were First Markedly Increased In The Fourth Week In September,4,1,1,1.0
Were Fixed In,0,1,1,1.0
Were For,3,2,5,0.4
Were For,4,3,5,0.6
Were For Ordinary Market,129,1,1,1.0
Were Formerly Of Thatch And Have Been Constructed Of Tiling,5,1,1,1.0
Were Found Before,30,1,1,1.0
Were Found Centrally Placed And They Were Found Enclosed By A Chitinous,79,1,1,1.0
Were Found Dead,30,1,1,1.0
Were Found Dead On The Floors Of The Rooms After The Operation,4,1,1,1.0
Were Found Dying In November And December And Attacks Were Numerous In,30,1,1,1.0
Were Found Hidden Under,46,1,1,1.0
Were Found In Any One Locality,0,1,1,1.0
Were Found In Both The Cases,6,1,1,1.0
Were Found In One Room,30,1,1,1.0
Were Found In Servants Quarters And Kitchen,1,1,1,1.0
Were Found In The Inflamed Gland By Rubbing A Cover Slip On,0,1,1,1.0
"Were Found In Thirty Samples But In Only Six Of These, Or",162,1,1,1.0
Were Found Quite Efficient In Removing,0,2,2,1.0
Were Found Situated Inside Cells In Smears Prepared From The Pus,89,1,1,1.0
Were Found To Be Diseased And Detained In Hospital For Treatment,3,1,1,1.0
Were Found To Be Effective,0,1,1,1.0
Were Found To Be Similar To Those In The Previous Specimen With,35,1,1,1.0
Were Found To Be Very Much Depressed After,0,2,2,1.0
Were Found To Contain Demodex,7,1,1,1.0
Were Found To Contain Very Negligible Traces Of Vitamin-a,0,1,1,1.0
Were Found To Have Been Deliberately Concocted,0,1,1,1.0
Were Free From Attacks Of Fever When Malaria Appeared,2,1,1,1.0
Were Free From Contagious Maladies Throughout The Year,0,1,1,1.0
Were Frequently Observed To Originate From,0,1,1,1.0
Were From Malarious Fevers And Bowel Complaints,4,1,1,1.0
Were Full And Overflowing,0,1,1,1.0
Were Full And Overflowing When,0,1,1,1.0
Were Full On Both Occasions,0,1,1,1.0
Were General,151,1,1,1.0
Were Generally The Result Of,3,1,1,1.0
Were Getting,0,1,1,1.0
Were Given An Infective Dose Of Virulent Brucella Culture Consisting Of Million,0,1,1,1.0
Were Given Hypodermically In The Hind Leg,6,1,1,1.0
Were Given Injections Of Hyoscine Hydrobromide Were Extensively Given And The Results,0,1,1,1.0
Were Given Instructions Whenever Asked For,0,1,1,1.0
Were Granted By,0,2,2,1.0
"Were Granted Stipends By Local Bodies, Two By Government And One Went",28,1,1,1.0
Were Granules Of Greenish Pigment Resembling That Seen In These Cells In,16,1,1,1.0
Were Greatly Damaged And In Many Places Spoiled Altogether,19,1,1,1.0
Were Greatly Missed By The Men,32,3,3,1.0
Were Grown In The College Compound,0,1,1,1.0
Were Habitual,2,1,1,1.0
Were Heavy,46,1,1,1.0
Were Held From The Nd To St March Both Days Inclusive,159,1,1,1.0
Were Held From The Th To Th March Both Days Inclusive,159,1,1,1.0
Were Held In All The Districts Of The Province And Kurram Agency,0,1,1,1.0
Were Hidden In,5,1,1,1.0
Were Higher In The Cooler Than In The Room,42,1,1,1.0
Were Highest In Karnal Ambala Rawalpindi Muzaffargarh Mianwali,4,1,1,1.0
Were Highly Effective But Slow To Act,0,1,1,1.0
Were Histologically Similar To,0,1,1,1.0
Were Housed In The Bungalow Outside The Asylum Wall,66,1,1,1.0
Were Identical With Those Found In Fatal Cases Of Infection,0,1,1,1.0
Were Illustrated By Lantern Slides,0,1,1,1.0
Were Immediately Advised To Undergo,0,1,1,1.0
Were Immunized,0,1,1,1.0
Were Immunized Against,0,1,1,1.0
Were Immunized In,0,1,2,0.5
Were Immunized In,7,1,2,0.5
Were Imported From Patia La State And Ended Fatally,1,1,1,1.0
Were In,10,1,18,0.055556
Were In,28,16,18,0.888889
Were In,152,1,18,0.055556
Were In A Pingah (a Kind Of Swinging Cradle,0,1,1,1.0
"Were In Cakes Of The Same Colour And Odour, And Was Nearly",2,1,1,1.0
Were In Faultless Condition,0,1,1,1.0
Were In Force During The Latter Half Of The Decade,15,1,1,1.0
Were In Good Condition,0,3,3,1.0
Were In Good Order,5,1,1,1.0
"Were In Good Order, With The Exception Of",26,1,1,1.0
Were In Great Demand,0,1,1,1.0
Were In Great Profusion,0,1,1,1.0
Were In Green Cloth Tunic And Serge Knickerbockers,46,1,1,1.0
Were In Number As,47,1,1,1.0
Were In The Case Of,0,1,1,1.0
Were Included In Item,0,1,1,1.0
Were Included In These Lists,1,2,2,1.0
Were Increased From,112,1,1,1.0
Were Induced By The Officer Commanding And By Myself To Lay Out,5,1,1,1.0
Were Informed That Arrangements Had Been Made At The Civil Hospital For,1,1,1,1.0
Were Inguinal,1,1,1,1.0
Were Injected Hypodermically About Middle Of Back,23,1,1,1.0
Were Injected Into The Peritoneal Cavity Of This Monkey,157,1,1,1.0
Were Inoculated Against,0,7,8,0.875
Were Inoculated Against,1,1,8,0.125
Were Inoculated As Against,0,3,3,1.0
Were Inoculated In The Lower Chindwin,0,1,1,1.0
Were Inoculated On The Spot At The Subdivisional Office,0,1,1,1.0
Were Inoculated With Saline Emulsions Of The Iliac And Supra Mammary Lymphatic,6,1,1,1.0
Were Inoculated With This Vaccine In Outbreak Areas,0,1,1,1.0
Were Inspected,0,25,27,0.925926
Were Inspected,13,1,27,0.037037
Were Inspected,76,1,27,0.037037
Were Inspected By,0,4,5,0.8
Were Inspected By,103,1,5,0.2
Were Inspected By The Glanders Inspectors On Boardship Prior To Their Landing,0,1,1,1.0
Were Inspected By The Staff Concerned,0,1,1,1.0
Were Inspected Daily By,1,1,1,1.0
Were Inspected For,51,1,1,1.0
Were Inspected For Vaccination,0,2,2,1.0
Were Inspected Once By The Deputy Superintendent,0,1,1,1.0
Were Inspected Twice,0,1,1,1.0
Were Instructed In The Methods Of Conducting,0,1,1,1.0
Were Invalided,0,1,1,1.0
Were Invalided During The Year,86,1,1,1.0
Were Inversely Related To The Changes In,41,2,2,1.0
Were Issued To,0,3,3,1.0
Were Issued To The Police,0,1,1,1.0
Were Kept At A Lower Cost Than Last Year,0,1,1,1.0
"Were Kept In A Portion Of The Main Ward, Partitioned Off From",13,1,1,1.0
Were Kept In Separate Rows Of Huts To Prevent The Possibility Of,1,1,1,1.0
Were Kept Under Observation,0,1,1,1.0
Were Kept Under Observation And Their Brains Either After Destruction Or Their,0,1,1,1.0
Were Kept Under Observation At,0,1,1,1.0
Were Kept Under Uniform,0,1,1,1.0
"Were Laid Down At The Lunatic Asylum, Ahmedabad",5,1,1,1.0
Were Landed At The Port Of Karachi During The Year As Compared,122,1,1,1.0
Were Largely Resorted To By,13,1,1,1.0
Were Leaden Coloured And Showed Inflammation In Patches,54,1,1,1.0
Were Left In Charge Of The Medical Officer With Detachment,0,1,1,1.0
Were Left Over In To,0,1,1,1.0
Were Less Fatal Than In,0,2,2,1.0
Were Less Frequent And Milder,10,1,1,1.0
Were Less Than Per Cent. Of A Normal Crop,0,1,1,1.0
Were Local Disease,4,2,2,1.0
"Were Long, Slender, Twisted Or Curved",0,1,1,1.0
Were Looked Into And Necessary Measures Have Been Taken To Bring It,0,1,1,1.0
Were Made,28,1,1,1.0
Were Made And Fat Estimations,0,1,1,1.0
Were Made At Night Under The Artificial Light Instead Of During The,0,1,1,1.0
Were Made At The Instance Of,82,1,1,1.0
Were Made By,1,1,3,0.333333
Were Made By,3,2,3,0.666667
Were Made By Double Intradernal Method,0,2,2,1.0
Were Made For,60,1,1,1.0
Were Made In,1,6,6,1.0
"Were Made In A Station In Assam, Where The Patient Was Living",0,1,1,1.0
Were Made In Respect Of Anæmic Patients,0,1,1,1.0
Were Made Of,27,1,1,1.0
Were Made Out Sick And Marched,0,1,1,1.0
Were Made Over By,0,1,1,1.0
Were Made Over To,48,1,1,1.0
Were Made Up Of,3,1,1,1.0
Were Made With,0,3,3,1.0
Were Mainly Received From The Port Health Department,2,1,1,1.0
Were Maintained In Isolated Chappars,6,1,1,1.0
"Were Malarious Fevers Cases, Rheumatism Eye And Lung Diseases And Respectively, And",19,1,1,1.0
Were Manufactured And Supplied To The Field Staff,31,2,2,1.0
Were Marched To,0,1,1,1.0
Were Marked As Having Good Cicatrices,0,1,1,1.0
Were Married And Had Thirty-three Children,85,1,1,1.0
Were Mat Enclosures,10,1,1,1.0
Were Medically Examined Immediately After Arrival,51,1,1,1.0
Were Met With,0,1,5,0.2
Were Met With,1,2,5,0.4
Were Met With,6,1,5,0.2
Were Met With,89,1,5,0.2
Were Minimum,19,1,1,1.0
Were Mistaken For,0,1,1,1.0
Were More Common In The Nagpur Asylum,22,1,1,1.0
Were More Fatal In The Town,0,1,1,1.0
Were More Numerous At Nagpur,4,1,1,1.0
Were More Numerous Than Usual,77,1,1,1.0
Were More Severe Than Usual,32,1,1,1.0
Were More Successful Than,0,1,1,1.0
Were More Than Usually Common,4,1,1,1.0
Were More Widespread,0,1,1,1.0
Were Moribunds On Admission,4,1,1,1.0
Were Most Prevalent At Mercara,3,1,1,1.0
Were Most Severe In The Districts Of,0,3,3,1.0
Were Moved Into,1,1,1,1.0
Were Much Appreciated By The Public,0,1,1,1.0
Were Much Opposed To,1,1,1,1.0
Were Nearly The Size Of,16,1,1,1.0
Were Needed To Distinguish Between Human And Other Mammalian Red Blood-corpuscles,16,1,1,1.0
Were Nineteen,0,2,2,1.0
Were No Cases Of,0,1,2,0.5
Were No Cases Of,5,1,2,0.5
Were No Deaths From Cholera During The Abovementioned Periods,0,1,1,1.0
Were No Doubt Connected With The Lingering Remains Of The Last Epidemic,1,1,1,1.0
Were Not Absent In A Single Case Observed In This District,39,1,1,1.0
Were Not Allowed To Be Vaccinated By Their Parents,0,1,1,1.0
Were Not Infrequent,41,1,1,1.0
Were Not Insane,15,1,1,1.0
Were Not Nearly So Damp,5,1,1,1.0
Were Not Numerous,3,1,1,1.0
Were Not Presented By Their Parents Punctually On The 8th Day,0,1,1,1.0
Were Not Punished For Not Having Their Children Vaccinated,0,1,1,1.0
Were Not Requisitioned By The Police As Often As In The Previous,0,1,1,1.0
Were Not So Satisfactory As In The Preceding Year,0,1,1,1.0
Were Not So Virulent As Last Year,24,1,1,1.0
Were Not Up To The Average Of Other Shows,20,1,1,1.0
Were Not Vaccinated,0,1,1,1.0
Were Not Visited More Than Twice,13,2,2,1.0
Were Observed To Die Before,30,1,1,1.0
