relation,topic,count,total,prop,count_global
Were Rendered Very Ill,0,1,1,1.0,1.0
Were Repeated,0,1,1,1.0,1.0
Were Repeated Using,0,1,1,1.0,1.0
Were Reported Among The Ponies On The Shillong-gauhatti Road,0,1,1,1.0,1.0
Were Reported By The Police: Months. January February March April May June,0,1,1,1.0,1.0
Were Reported During The Year And They Were All From Naini Tal,0,1,1,1.0,1.0
Were Reported From Champaran And Bhagalpur Districts,13,1,1,1.0,1.0
Were Reported From Districts During The Year Against Fifteen Deaths From Districts,0,1,1,1.0,
"Were Reported From Karachi, Hyderabad, Thar Parkar And Upper Sind Frontier Districts",0,1,1,1.0,
"Were Reported From Karachi, Hyderabad, Thar Parkar, Nawabshah And Dadu Districts",0,1,1,1.0,1.0
"Were Reported From The City, Of Which Died",0,1,1,1.0,1.0
Were Reported In The Karachi District With One Death,0,1,1,1.0,1.0
Were Reported On The Th,0,1,1,1.0,1.0
Were Reported To Have Been As Compared With In,0,1,1,1.0,1.0
Were Reported To Have Been Due To,0,3,3,1.0,3.0
Were Reported To Have Been Successfully Vaccinated,0,1,1,1.0,1.0
Were Reported To Have Died Before,0,2,2,1.0,2.0
Were Required To Keep Their Search Parties Together Under Their Own Eyes,0,1,1,1.0,1.0
Were Responsible For,0,3,3,1.0,10.0
Were Returned To Their Corps After Being Kept Under Observation At The,0,1,1,1.0,1.0
Were Richer In,0,2,2,1.0,2.0
Were Rife,0,1,1,1.0,1.0
Were Rs. Against Rs. In,0,1,1,1.0,1.0
Were Run Up To Meet The Increasing Demand Within A Pace Of,0,1,1,1.0,1.0
Were Satisfactorily Treated,0,1,1,1.0,1.0
Were Scarcely Touched,1,2,2,1.0,2.0
Were Screened At,0,4,4,1.0,4.0
Were Seen In Almost All The Viscera And In The Muscles,0,2,2,1.0,2.0
Were Seen In The Endothelium Of,0,1,1,1.0,1.0
Were Segregated,0,1,1,1.0,4.0
Were Seized And Removed To The Government Lazaretto,0,1,1,1.0,1.0
Were Seized With The Disease,0,1,1,1.0,1.0
"Were Selected For Transmission Work Were All In Good Condition, Locally Bred",0,1,1,1.0,1.0
Were Sent For W. R Test,0,2,2,1.0,2.0
Were Sent For Wassermann Test,0,1,1,1.0,1.0
Were Sent On Excursion To,0,2,2,1.0,3.0
Were Sent Out For Daily Motor Drives,0,1,1,1.0,1.0
Were Sent To Hospital For Confinement During The Year,0,1,1,1.0,1.0
Were Sent To The Lazaretto At Sewree At The Time Of Debarkation,0,1,1,1.0,1.0
"Were Sent To The Pasteur Institute, Shillong, For Wassermann Test",0,1,1,1.0,1.0
Were Sent To This College,0,1,1,1.0,1.0
Were Sent To This College Infirmary For Rest And Treatment By The,0,1,1,1.0,1.0
Were Sent Under Proper Escort To,3,2,2,1.0,2.0
Were Served,0,1,1,1.0,1.0
Were Served By,0,2,2,1.0,2.0
Were Severely Affected,0,1,1,1.0,1.0
Were Shivering With,0,1,1,1.0,1.0
Were Shod,0,1,1,1.0,1.0
Were Shod At,0,1,2,0.5,2.0
Were Significantly Heavier At The End Of The Study Than,0,2,2,1.0,2.0
Were Significantly Heavier Than,0,1,1,1.0,3.0
Were Significantly Larger (P ) Than That Of Casein,0,1,1,1.0,1.0
Were Significantly Larger (P ) Than Those Of Gelatin And Urea,0,1,1,1.0,1.0
Were Simply The Result Of Abstention From Fresh Vegetables,0,1,1,1.0,1.0
Were Slaughtered At Once,5,1,1,1.0,1.0
"Were Slight Enlargement Of The Spleen, Slight Gastro-enteritis And Slight Congestion Of",0,1,1,1.0,
Were Slightly,13,1,1,1.0,1.0
"Were Small, Being On An Average Μ The Actual Size Varying From",0,3,3,1.0,3.0
Were Smaller And More Curved,0,1,1,1.0,1.0
Were Sometimes Seen Entirely Embedded In It,0,1,1,1.0,1.0
Were Soon Given Up,0,1,1,1.0,1.0
Were Sown,0,1,1,1.0,1.0
Were Speedily Checked By The Supply Of Fresh Vegetables,1,1,1,1.0,1.0
"Were Spread Over The Months Of May, June, September, And October",0,1,1,1.0,1.0
Were Starved But Not Drenched With,0,1,1,1.0,1.0
Were Starved For,0,2,2,1.0,2.0
Were Statistically Analysed In Relation To Output And Intake,0,1,1,1.0,1.0
Were Stuffed With,5,1,1,1.0,1.0
Were Subjected To,0,1,1,1.0,4.0
Were Subjected To A New Method Along With,0,1,1,1.0,1.0
Were Subjected To A Separate Bacteriological Test,0,1,1,1.0,1.0
Were Subjected To The Action Of A Solution Of Perchloride Of Mercury,0,1,1,1.0,1.0
Were Submitted From Suspicious Cases For Examination,0,1,1,1.0,1.0
Were Submitted To,0,2,3,0.666667,3.0
Were Substituted For Tin Plates And Mugs,0,1,1,1.0,1.0
Were Successful Except That At Dha Rwa R,0,1,1,1.0,1.0
Were Successful In The Final Examination,0,1,1,1.0,1.0
Were Successfully Immunized At,0,1,1,1.0,1.0
Were Successfully Treated By,0,2,2,1.0,2.0
Were Successfully Treated With,0,2,2,1.0,4.0
Were Successfully Treated With Injections Of Soamin,0,1,1,1.0,1.0
Were Successfully Vaccinated As Against,0,1,1,1.0,1.0
Were Successfully Vaccinated For,0,1,1,1.0,1.0
Were Sufficient In Quantity And Good In Quality At,12,1,1,1.0,1.0
Were Supplied And The Relatives Directed How To Use Them,0,1,1,1.0,1.0
Were Supplied Direct Specially For Inoculation In Ranchi,0,1,1,1.0,1.0
Were Supplied Liberally,0,1,1,1.0,1.0
Were Supplied To Pandukotah State And Hyderabad Deccan,0,2,2,1.0,2.0
Were Supplied To The Classes And Practical Demonstrations In The Garden Were,0,1,1,1.0,1.0
Were Supplied To The Dog Patients In The Hospital,0,1,1,1.0,1.0
Were Supplied To The Public On Application,0,2,2,1.0,2.0
Were Supplied With Extra Rations,0,1,1,1.0,1.0
Were Suspected For,0,1,1,1.0,2.0
Were Swarming,0,1,1,1.0,2.0
Were Swarming In The Blood,0,1,1,1.0,1.0
Were Taken In The Routine Bacteriological Laboratory Throughout The Year,0,1,1,1.0,1.0
Were Taken On Alternate Days For A Period Of Two Weeks,0,1,1,1.0,1.0
Were Taken Out To Their Homes By Their Relatives On Two Months,0,1,1,1.0,1.0
Were Taken Over By,0,1,1,1.0,1.0
Were The Chief Cause Of Admissions In,0,1,1,1.0,1.0
Were The Chief Causes At Nagpur,0,1,1,1.0,1.0
Were The Drugs Most Commonly Used For Conditions Of Excitement And Agitation,0,3,3,1.0,3.0
Were The Fatal Cases,0,1,1,1.0,1.0
Were The Favourite Hosts For,0,1,1,1.0,1.0
Were The Most Distinctive Causes For Admission,0,1,1,1.0,2.0
Were The Twenty Unsuccessful In May,0,1,1,1.0,1.0
Were The Two Districts Most Severely Affected By,0,1,1,1.0,1.0
Were Thirty-seven,0,1,1,1.0,1.0
Were To Be Caught In Reduced Numbers,0,2,2,1.0,2.0
Were Too Small And Thready,0,1,1,1.0,1.0
Were Trained During,0,1,1,1.0,1.0
Were Trained During The Year And All Were Awarded Certificates,0,1,1,1.0,1.0
Were Trained In Elementary Bacteriological Technique,0,1,1,1.0,1.0
Were Transferred To Other Institutions,3,1,1,1.0,1.0
Were Transferred To Poona Where They Were Accommodated With Difficulty,0,1,1,1.0,1.0
Were Treated At These Centres,0,2,2,1.0,2.0
Were Treated By Means Of Intra-muscular Injections Of Photodyn (hæmatoporphyrin,0,1,1,1.0,1.0
Were Treated For Intestinal Worms By A General Issue Of Santonine,0,1,1,1.0,1.0
Were Treated In All The Hospitals,0,3,3,1.0,3.0
Were Treated In These Hospitals Against,0,1,1,1.0,1.0
Were Treated With Autogenous Vaccines,0,1,1,1.0,1.0
Were Treated With Pyrexial Treatment Induced By Means Of Intravenous Injections Of,0,1,1,1.0,
Were Treated With Sodium Gynocardate According To Sir Leonard Rogers Method,0,1,1,1.0,1.0
Were Treated With Two Doses Of Naganol Intravenously,0,1,1,1.0,1.0
Were Tried,0,11,11,1.0,11.0
Were Tried With,13,1,1,1.0,1.0
Were Under Brief Periods Of Observation,0,1,1,1.0,1.0
Were Under The Management Of,0,1,1,1.0,1.0
Were Under This Heading,0,1,1,1.0,1.0
Were Used As Fuel,0,1,1,1.0,1.0
Were Used By The Patients On Sundays And Holidays,0,1,1,1.0,1.0
Were Used For Excited Patients,0,1,1,1.0,1.0
Were Used In The Treatment Of Excited Cases,0,1,1,1.0,1.0
Were Usefully Employed In Bringing Disabled Animals To The Hospital For Treatment,0,1,1,1.0,
Were Ushered In Usually After The,0,1,1,1.0,1.0
Were Usually Taken Minutes After The Earlier Notes,0,1,1,1.0,1.0
Were Vacant On,0,1,1,1.0,1.0
Were Vaccinated Against,0,5,5,1.0,7.0
Were Vaccinated Arm To Arm,0,1,1,1.0,1.0
Were Vaccinated At One Sitting Instead Of Two Or Three Children At,0,1,1,1.0,1.0
Were Vaccinated During The Year; The Result In All Cases Was Successful,0,1,1,1.0,1.0
Were Vaccinated From Arm To Arm,0,2,2,1.0,2.0
Were Vaccinated From These Tubes By Punctures,0,1,1,1.0,1.0
"Were Vaccinated From This Lymph, Proved Successful",0,1,1,1.0,1.0
Were Vaccinated In Shillong,0,1,1,1.0,1.0
Were Vaccinated In Silchar,0,1,1,1.0,1.0
Were Vaccinated In Sylhet,0,1,1,1.0,1.0
Were Vaccinated With Each Lymph And The Insertion Success Was Per Cent,0,1,1,1.0,1.0
Were Vaccinated With Formalised Lung Emulsion,0,1,1,1.0,1.0
"Were Vaccinated With Lanoline Lymph, Only Proved Successful",0,1,1,1.0,1.0
Were Vaccinated With This Lymph,0,1,1,1.0,1.0
Were Vaccinated With Very Successful Results,0,1,1,1.0,1.0
"Were Vaccinated, But Only One Vesicle Resulted From Punctures",0,1,1,1.0,1.0
Were Very,0,1,1,1.0,1.0
Were Very Badly Affected By,0,1,1,1.0,1.0
Were Very Carefully Made,0,1,1,1.0,1.0
Were Very Full,0,1,1,1.0,1.0
Were Very Important,0,1,1,1.0,1.0
Were Very Marked,26,1,1,1.0,1.0
Were Very Prevalent In Winter,0,1,1,1.0,1.0
Were Very Prevalent On The March From Mithankote To Quetta From Coarse,6,1,1,1.0,1.0
Were Very Regular In Attendance At The Periodical Examinations,0,1,1,1.0,1.0
Were Very Reluctant To Have Their Children Vaccinated,0,1,1,1.0,1.0
Were Wanting In Bone,18,1,1,1.0,1.0
Were Weeded Out,0,1,1,1.0,1.0
Were Well Used By,0,1,1,1.0,1.0
"Were, Generally Speaking, Unsound With Little Bone Below The Knee And Had",0,1,1,1.0,1.0
Were_principal_causes_of_admission_into_hospital,0,6,6,1.0,7.0
Western Bulls Will Result In A Strain Carrying Only Such Indian Characteristics,0,1,1,1.0,1.0
When,0,3,3,1.0,4.0
When Disturbed Displays Rocking Movements,0,1,1,1.0,1.0
"When Employed As A Range Inspector, A Minimum Pay Of",0,1,1,1.0,1.0
When Fresh Of,0,1,1,1.0,1.0
"When Fresh Was Very Good, But In Many Instances The Vaccinators Kept",0,1,1,1.0,1.0
When He Is Perfectly Sane,16,1,1,1.0,1.0
"When Pinched Or Squeezed, Acute Pain Is Felt",0,1,1,1.0,1.0
When Properly Cooked,0,1,1,1.0,1.0
When Samples Were Taken,0,1,1,1.0,1.0
When Taken In Excessive Quantity Habitually Does Not Appear To Injure The,0,1,1,1.0,1.0
When The Flock Is Let Out For Grazing At About O Clock,0,1,1,1.0,1.0
When Travelling On Duty A Daily Allowance Of As. Under Article Of,0,1,1,1.0,1.0
Where,0,3,3,1.0,5.0
Where A Belgian Consular Agent Resides With A License Delivered By Him,0,1,1,1.0,1.0
Where A Sum Of Rs. Was Spent In Excess For Repairs,0,1,1,1.0,1.0
Where Adult Mortality Was Low,0,1,1,1.0,1.0
Where Calcified Specimens Were Found,0,1,1,1.0,1.0
"Where Enamelled Are Not Procurable, Glazed Earthenware Ones May Be Supplied",0,1,1,1.0,1.0
Where Other Articles Are Also Sold,0,1,1,1.0,1.0
Where Snow Is Much,0,1,1,1.0,1.0
Whether Paid From Provincial Or Local Fund,0,1,2,0.5,2.0
Whether Paid From Provincial Or Local Funds,0,1,1,1.0,1.0
Which,0,1,1,1.0,2.0
Which Are,0,1,1,1.0,1.0
Which Contained It,0,1,1,1.0,1.0
Which Diacetyl Had Been Added Developed,0,1,1,1.0,1.0
Which Died Un-inoculated In The Course Of Outbreak,0,1,1,1.0,1.0
Which Died Uninoculated In Course Of Outbreak,0,1,1,1.0,1.0
Which Died Uninoculated In Course Of Outbreaks,0,1,1,1.0,1.0
Which Larvae Were Found,0,2,2,1.0,3.0
Which Most Of The Patients Were Suffering,0,1,1,1.0,1.0
Which Must Be,0,1,1,1.0,1.0
Which Occurred At Headquarters And In Detachments,0,1,1,1.0,1.0
Which The Gas Was Pumped,0,1,1,1.0,1.0
Which The Hæmatozoon Was Absent,0,1,1,1.0,1.0
Which The Pathological Basis Is Known,0,1,1,1.0,1.0
Which The Pathological Basis Is Not Known,0,1,1,1.0,1.0
Which The Results Were Known Is,0,1,1,1.0,2.0
Which There Was A Magisterial Enquiry,0,1,1,1.0,1.0
Which They Are Entitled To Be Admitted,0,1,1,1.0,1.0
Which To Treat,18,1,1,1.0,1.0
While In The Vertical Position,0,1,1,1.0,1.0
While Pyapo N District Returned The Very Satisfactory Increase Of Cases,35,77,110,0.7,231.0
Who Fails To Qualify At A Yearly Examination Will Be Instructed For,0,1,1,1.0,1.0
Who Has Worked Energetically Throughout The Year,0,1,1,1.0,1.0
"Who Have Acquired A Regular Habit Will, I Am Afraid, Consider It",0,1,1,1.0,1.0
"Who, While Failing To Qualify At The Final Examination, Obtain Per Cent",0,1,1,1.0,1.0
Wholesale Wounding Of,0,1,1,1.0,1.0
Wholly Insufficient To Pre - Serve Health When Temperatures Suddenly Falls,12,1,1,1.0,1.0
Wholly Precipitated By,0,1,1,1.0,1.0
Whom,0,1,3,0.333333,4.0
Whom Supplied,37,8,8,1.0,23.0
Wide In The Forehead,0,1,1,1.0,1.0
Widespread,0,1,1,1.0,1.0
Widespread In Spite Of Segregation Measures Being Enforced Wherever Possible,0,1,1,1.0,1.0
Widow Of,32,1,1,1.0,2.0
"Wife Kandabai And His Sister Maiboo, With His Two Little Children",32,1,1,1.0,1.0
Will Agitate Some Discontent,0,1,1,1.0,1.0
Will Also Be Very Slowly Taken Up By The Capillaries,0,1,1,1.0,1.0
Will Always Command A Comparatively Higher Price,0,1,1,1.0,1.0
Will Amount To,0,1,1,1.0,1.0
Will Be,0,4,4,1.0,8.0
Will Be A Personal Assistant To,0,1,1,1.0,1.0
Will Be Absorbed And Made Use Of In The Economy,0,1,1,1.0,1.0
Will Be Allowed For A Small Ward,0,1,1,1.0,1.0
Will Be Allowed To Grow Up And Form A Shelter For This,0,1,1,1.0,1.0
Will Be Better When Received From,0,1,1,1.0,1.0
Will Be Built By Public Subscription At Alawalpur During The Coming Year,0,1,1,1.0,1.0
Will Be Built Next Year By The Beneficence Of Lala Tara Chand,0,1,1,1.0,1.0
Will Be By Way Of,0,1,1,1.0,1.0
Will Be Carried Out By D. A. Ds. M. S,0,1,1,1.0,1.0
Will Be Considered Of More Importance Than Heretofore,0,1,1,1.0,1.0
Will Be Designated As,0,1,1,1.0,1.0
Will Be Directed Mainly Towards,0,1,1,1.0,1.0
Will Be Disembarked And Isolated,17,1,1,1.0,1.0
Will Be Eligible To Appear At A Competitive Examination,0,1,1,1.0,1.0
Will Be Far More Likely To Produce Beneficial Than Mischievous Results,0,1,1,1.0,1.0
Will Be Felt By The Patient,0,1,1,1.0,1.0
Will Be Fixed By,0,1,1,1.0,1.0
Will Be Given A Trial,12,1,1,1.0,1.0
Will Be Given As Usual In Consequence Of The Pain,0,1,1,1.0,1.0
Will Be Glad To Sanction Machines For Washing Clothes,3,1,1,1.0,1.0
"Will Be Held Annually Under Arrangements Made By The D. G., I",0,1,1,1.0,1.0
Will Be Held Responsible For The Safe Custody Of,0,1,1,1.0,1.0
Will Be Hindus Of Which Per Cent,70,1,1,1.0,1.0
Will Be Kept Distinct From All Others In A Special Yard,3,1,1,1.0,1.0
Will Be Kept Informed Of The Occurrence And Progress,0,1,1,1.0,1.0
Will Be Kept Under Training At The Bareilly Depo T,0,1,1,1.0,1.0
Will Be Made By,0,2,2,1.0,2.0
"Will Be Made For Medico Legal Purposes, Or For The Elucidation Of",0,1,1,1.0,1.0
Will Be Most Thoroughly Carried Out,0,1,1,1.0,1.0
Will Be Necessary When The Additional Land Is Sanctioned And Taken Over,0,1,1,1.0,1.0
Will Be Obtainable From,0,1,1,1.0,1.0
Will Be Obtained On Indent From The X-ray Institute,0,1,1,1.0,1.0
Will Be One Pound Sterling And Will Admit To Full Membership But,0,1,1,1.0,1.0
Will Be Organized In,0,1,1,1.0,1.0
Will Be Over Maunds (maund Lbs,0,1,1,1.0,1.0
Will Be Practical,0,1,1,1.0,1.0
Will Be Prepared In Triplicate,0,1,1,1.0,1.0
Will Be Provided With Punkahs At The Expense Of The State,0,1,1,1.0,1.0
Will Be Published In Command Orders If They Pass The Final Examination,0,1,1,1.0,1.0
Will Be Pumped Out After Disinfection,0,1,1,1.0,1.0
Will Be Quite Sufficient To Render The Infective Matter Absolutely Innocuous,20,1,1,1.0,1.0
Will Be Received Into,0,1,1,1.0,1.0
"Will Be Received There, And Placed Under Immediate Therapeutical Management At A",0,1,1,1.0,1.0
Will Be Regarded As Nominally Discharged On That Date And Re-admitted On,0,1,1,1.0,1.0
Will Be Remedied,0,1,1,1.0,1.0
Will Be Returned To The Hospital That Supplied Them And Completed At,0,1,1,1.0,1.0
Will Be Segregated And Kept Under Observation For Days,0,2,2,1.0,2.0
Will Be Started In Kacha Huts For The Present,0,1,1,1.0,1.0
Will Be Useful For Disinfecting,0,1,1,1.0,2.0
Will Be Wise Not To Use It Indiscriminately,0,1,1,1.0,1.0
Will Bite,0,1,1,1.0,1.0
Will Bring All The Miseries,0,1,1,1.0,1.0
Will Carefully Examine,0,1,1,1.0,1.0
Will Cause Discontent Among Habitual Excessive Consumers,0,1,1,1.0,1.0
Will Commit Offences Of A Graver Nature,0,1,1,1.0,1.0
Will Decide On The Ration For,0,1,1,1.0,1.0
Will Develop As Readily In,0,1,1,1.0,1.0
Will Die Much More Rapidly From,0,1,1,1.0,1.0
Will Do More,0,1,1,1.0,1.0
Will Each Have,0,1,1,1.0,1.0
"Will Entail Re-examination In That Subject Both Oral, Practical And Written",0,1,1,1.0,1.0
Will Forward To The District Superintendent His Monthly Return (vaccination Form No,0,1,1,1.0,
Will Frequently Kill A Cat With Grains,0,1,1,1.0,1.0
Will Generally Be Followed By,0,1,1,1.0,1.0
Will Give An Ample Supply,0,1,1,1.0,1.0
Will Have,0,2,2,1.0,7.0
Will Have Been Well Informed Concerning,7,1,1,1.0,1.0
Will Have Care Of The Equipment And Will Perform Nursing Duties As,0,1,1,1.0,1.0
Will Have Great Scope For Some Useful Work In Checking The Spread,0,1,1,1.0,1.0
Will Have Nothing To Say To Disinfection In Any Shape Or Form,0,1,1,1.0,1.0
Will Have To Deal With It,0,1,1,1.0,1.0
Will Have Varied Little,0,1,1,1.0,1.0
Will Heal Up In Due Course,0,1,1,1.0,1.0
Will Immediately Procure Full Explanation From The Returning Officer,0,1,1,1.0,1.0
Will Never Be Bereft Of His Senses By Using,0,1,1,1.0,1.0
"Will Not Be Allowed To Land, Except On Duty",0,1,1,1.0,1.0
Will Not Be Beneficial If Continued Long,0,1,1,1.0,1.0
Will Not Be Disinfected Before The Passage In Quarantine,0,1,1,1.0,1.0
Will Not Be Supplied Having A Combined Strength Greater Than,0,1,1,1.0,1.0
Will Not Be Supplied Having A Cylindrical Strength Greater Than,0,1,1,1.0,1.0
Will Not Be Supplied Of A Greater Strength Than,0,1,1,1.0,1.0
Will Not Be Supplied Of A Less Strength Than,0,1,1,1.0,1.0
Will Not Readily Eat,18,1,1,1.0,1.0
Will Produce In The Majority Of Cases A Condition Of Non-susceptibility To,0,1,1,1.0,1.0
Will Prove The Better Of The Two,0,1,1,1.0,1.0
Will Remain Alive For At Least Six Months In The Muscles And,0,1,1,1.0,1.0
Will Render The Holder Liable To,10,1,1,1.0,1.0
Will Require An Additional Staff Of Mehters When They Come Into Universal,28,1,1,1.0,1.0
Will Return All The Documents To,0,1,1,1.0,1.0
Will Send A Report On It And The Comparative Results Compared With,0,1,1,1.0,1.0
"Will Send To The District Superintendent On The 7th, Th, St, And",0,1,1,1.0,
Will Stand For About,0,1,1,1.0,1.0
Will Stick To It,0,1,1,1.0,1.0
Will Suppress,0,1,1,1.0,1.0
Will Take One And Half Tolas (grs.) In Two Doses Or,0,1,1,1.0,
Will Take Place,0,2,2,1.0,2.0
Will Undoubtedly Improve The Working Of The College In Every Way,0,1,1,1.0,1.0
Will Work None The Worse For Being Constantly Looked After By The,0,1,1,1.0,1.0
Wilted Suddenly,0,2,2,1.0,2.0
"Winch Cholera Is Epidemic At Short . Intervals, Not Exceeding Four",0,1,1,1.0,1.0
Winter,0,1,1,1.0,1.0
Winter By The Same Methods,0,1,1,1.0,1.0
Winter Yield Of Ghee By Hay-box And Simmering Process Was About And,0,1,1,1.0,1.0
Wiped Along,0,1,1,1.0,1.0
Wiped Off,0,1,1,1.0,1.0
Wish To Have The Services Of,0,1,1,1.0,1.0
Withdraw From,0,1,1,1.0,1.0
Withdrew On Account Of Bad Health,0,1,1,1.0,1.0
Withdrew On The Ground Of Ill-health,0,1,1,1.0,1.0
Withdrew Their Names From The College Register,0,1,1,1.0,1.0
Withered Before The Production Of Æcidia,0,1,1,1.0,1.0
Withers Brain More Than If Drunk,0,1,1,1.0,1.0
"Within Fifteen Hours Is, In My Opinion, A Moribund Case",0,1,1,1.0,1.0
Within Groups,0,1,1,1.0,1.0
Within Infected Limits Were Circulated To Local Governments And Administrations,0,1,1,1.0,1.0
Within The Limits Of,0,1,1,1.0,1.0
Within The Limits Prescribed By Regulation,0,1,1,1.0,1.0
Within This System Goes On Increasing Until Discharge Is Effected At The,0,1,1,1.0,1.0
Without,0,3,3,1.0,13.0
Without A Casualty,0,1,1,1.0,1.0
Without A Fresh Case Encourage Them Unduly,0,1,1,1.0,1.0
Without Accommodation For In-patients,0,1,1,1.0,1.0
Without Bone,0,1,1,1.0,1.0
Without Cause,8,1,1,1.0,1.0
Without Corrugations,0,1,1,1.0,1.0
Without Discs,0,1,1,1.0,1.0
Without Mercurial Fâtor,6,1,1,1.0,1.0
Without Pre-narcotisation Was Not Recommended Because Of The Resultant Distress And Pain,0,2,2,1.0,
Without Premeditation,0,1,1,1.0,1.0
Without Terminal Spurs,1,1,1,1.0,1.0
Without Waiting For,0,1,1,1.0,1.0
Withstand The Force Of The Epidemic Command Respect,0,1,1,1.0,1.0
Women And Children,14,2,2,1.0,2.0
"Women Removed Their Names From The Register On Plea Of Marriage, And",0,1,1,1.0,1.0
Won The Stretcher B E A R E R S D R,0,1,1,1.0,1.0
Work At The Head-quarters,0,1,1,1.0,1.0
Work Done Under Supervision Of Assistant Director Babu Nilmoni Chattarji,0,1,1,1.0,1.0
Work For Short Periods And Then Leave,0,1,1,1.0,1.0
Work In Addition To Their Ordinary Duties,0,1,1,1.0,1.0
Work In This Connection Appears To Have Been Highly Appreciated,0,1,1,1.0,1.0
Work Inspected Twice During The Season,0,1,1,1.0,1.0
Work Is Included Under The Head Of,0,1,1,1.0,1.0
Work Lies Entirely Outside Their Ordinary And Legitimate Duties,0,2,2,1.0,2.0
Work Of Binding Periodicals Was Carried Out As Far As Funds Would,0,1,1,1.0,1.0
